"Original_Applicant","Cited_Applicant","weight","distance"
"PIRA, Emmanuel","Digimarc Corporation",1,1
"Pira, Robert K.","Hitachi, Ltd.",2,0.5
"Pirkl, Keith A.","AT&T Intellectual Property",1,1
"PISENTI, Stephen","LG CO.",1,1
"Pishva, Davar","NEC Co.",1,1
"Pisz, James T.","Digimarc Corporation",1,1
"Pitschel, Donald W.","Apple Inc.",1,1
"Pitschel, Donald W.","SONY",1,1
"Pitt, Alan M.","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Pitt, Alan M.","FUJITSU LTD",1,1
"Pitt, Alan M.","Honeywell International Inc.",1,1
"Pitt, Alan M.","Intel Co.",1,1
"PixArt Imaging Inc.","Canon",2,0.5
"PixArt Imaging Inc.","FUJITSU LTD",2,0.5
"PixArt Imaging Inc.","Hitachi, Ltd.",2,0.5
"Pletcher, Adam Quinn","Intel Co.",1,1
"Po, Chan-Ping","Honeywell International Inc.",1,1
"Podmajersky, Victoria N.","Microsoft Co.",1,1
"Podmajersky, Victoria N.","Samsung",1,1
"Podmaniczky, Andras","NEC Co.",1,1
"Poisner, David I.","LG CO.",1,1
"Polimeno, Jason John","Qualcomm Inc.",2,0.5
"Polimeno, John","Qualcomm Inc.",3,0.333333333333333
"Polytechnic Institute of New York University","Google Inc.",1,1
"Poniatowki, Bob","Digimarc Corporation",1,1
"PONIATOWSKI BOB","Digimarc Corporation",1,1
"Poniatowski, Bob","Digimarc Corporation",1,1
"PONS FERRC","Microsoft Co.",1,1
"PONS FERRC","SONY",1,1
"Pons Ferre, Angel","Microsoft Co.",1,1
"POO TENG PIN","Canon",1,1
"POO TENG PIN","NEC Co.",1,1
"Poo, Teng Pin","Canon",2,0.5
"Poo, Teng Pin","FUJITSU LTD",1,1
"Poo, Teng Pin","NEC Co.",3,0.333333333333333
"POON JACK SIK CHING","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Poon, Jack Sik Ching","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Popowski, Paul M.","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Popowski, Paul M.","FUJITSU LTD",1,1
"Porter, Nelly","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Porter, Nelly","Apple Inc.",1,1
"Porter, Nelly","Intel Co.",1,1
"Postech Academy-Industry Foundation","ETRI",1,1
"Postelnicu, Gheorghe","Google Inc.",1,1
"Potash, Marc","FUJITSU LTD",2,0.5
"Potluri, Lakshmi","Intel Co.",1,1
"Potter, Stephen Frederick","SONY",1,1
"Powers, III, Benjamin W.","Intel Co.",1,1
"PRABHAKAR, SALIL","Google Inc.",1,1
"PRABHAKAR, SALIL","Honeywell International Inc.",2,0.5
"PRABHAKAR, SALIL","Qualcomm Inc.",1,1
"PRABHU, Krishnanand","NEC Co.",1,1
"Praca, Denis","FUJITSU LTD",1,1
"Pralle, Martin U.","SONY",1,1
"Prasad, Girijesh","Microsoft Co.",1,1
"Prasad, Sanjay","Hitachi, Ltd.",3,0.333333333333333
"PRASANNA, DEEPAK","Canon",1,1
"PRASANNA, DEEPAK","FUJITSU LTD",2,0.5
"PRASANNA, DEEPAK","Honeywell International Inc.",1,1
"PRATIBHA, Moogi","Canon",1,1
"PRATIBHA, Moogi","Samsung",1,1
"Premier Image Technology (China) Ltd.","Intel Co.",1,1
"Pressley-Harris, Vivian A.","AT&T Intellectual Property",15,0.0666666666666667
"Pressley-Harris, Vivian A.","Intel Co.",24,0.0416666666666667
"Presura, Cristian","Samsung",1,1
"Preta, Dominic Joseph","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Preta, Joseph Frank","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"PRICOCHI, Ana M.","FUJITSU LTD",3,0.333333333333333
"PRICOCHI, Ana M.","Hitachi, Ltd.",1,1
"Priehn, Hannes","Google Inc.",4,0.25
"Prilutsky, Yury","Google Inc.",1,1
"Prilutsky, Yury","Intel Co.",1,1
"Prilutsky, Yury","Microsoft Co.",1,1
"Primax Electronics Ltd.","ETRI",1,1
"Princeton Identity, Inc.","LG CO.",1,1
"Princeton Identity, Inc.","Panasonic",1,1
"Prinzivalli, Domenic P.","Honeywell International Inc.",2,0.5
"Pritikin, Joseph Justin","FUJITSU LTD",1,1
"Pritikin, Joseph Justin","Microsoft Co.",1,1
"PRIV ID B.V.","Intel Co.",1,1
"PRIVACYDATASYSTEMS, LLC","Intel Co.",1,1
"Privaris, Inc.","FUJITSU LTD",6,0.166666666666667
"Privaris, Inc.","Intel Co.",6,0.166666666666667
"Privaris, Inc.","NEC Co.",6,0.166666666666667
"PRIVYLINK PTE LTD","NEC Co.",1,1
"PRIYANTHA NISSANKA ARACHCHIGE BODHI","Intel Co.",1,1
"Priyantha, Nissanka Arachchige Bodhi","Intel Co.",1,1
"Priyantha, Nissanka Arachchige Bodhi","NEC Co.",2,0.5
"Prodam, Riccardo","FUJITSU LTD",4,0.25
"Proprius Technolgies S.A.R.L","FUJITSU LTD",4,0.25
"Proprius Technolgies S.A.R.L","Google Inc.",1,1
"Proprius Technolgies S.A.R.L","Hitachi, Ltd.",1,1
"Proprius Technolgies S.A.R.L","Qualcomm Inc.",1,1
"Proprius Technolgies S.A.R.L","Samsung",2,0.5
"Prorock, Thomas","Microsoft Co.",1,1
"Provenzano, Christopher A.","Microsoft Co.",1,1
"Proxense, LLC","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",4,0.25
"Proxense, LLC","Hitachi, Ltd.",2,0.5
"PROXENSE, LLC","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",2,0.5
"PRUSINOSKI SCOTT J.","Microsoft Co.",2,0.5
"Psaltis, Demetri","Canon",1,1
"PU ERIC","Canon",1,1
"PU ERIC","Intel Co.",1,1
"PU ERIC","NEC Co.",1,1
"PU QIUMEI","Qualcomm Inc.",1,1
"Pu, Allen","Canon",1,1
"Puchek, Daniel R.","Canon",1,1
"Puerto, Sergio Grau","Microsoft Co.",1,1
"PUKYONG NATIONAL UNIVERSITY INDUSTRY-UNIVERSITY COOPERATION FOUNDATION","NEC Co.",1,1
"Pulluru, Kranthi Kiran","FUJITSU LTD",3,0.333333333333333
"Pulluru, Kranthi Kiran","Hitachi, Ltd.",3,0.333333333333333
"Purdue Research Foundation","FUJITSU LTD",3,0.333333333333333
"Purdue Research Foundation","Google Inc.",1,1
"Purdue Research Foundation","Microsoft Co.",2,0.5
"Pursley, Christopher J.","Qualcomm Inc.",1,1
"PYUN, Baek Bum","NEC Co.",1,1
"PYUN, Baek Bum","Samsung",1,1
"PYUN, BAEK BUM","Google Inc.",1,1
"PYUN, BAEK BUM","LG CO.",1,1
"PYUN, BAEK BUM","Samsung",1,1
"QD LASER INC","Panasonic",2,0.5
"QD Laser Inc.","Canon",1,1
"QD Laser Inc.","Panasonic",1,1
"QD LASER INC.","Panasonic",1,1
"QD LASER, INC.","Panasonic",1,1
"QI FENGYAN","Samsung",1,1
"QI WEIWEI","Hitachi, Ltd.",1,1
"QIAN MINGGUI","LG CO.",1,1
"Qian, Weiwei","Intel Co.",1,1
"QIAO NINGGUO","Panasonic",1,1
"QIN XING","Intel Co.",1,1
"QIN YUNKE","Boe Technology Group Co.",1,1
"Qin, Shenghao","Intel Co.",1,1
"Qin, Yong","FUJITSU LTD",1,1
"Qin, Yong","Intel Co.",1,1
"Qin, Yong","Microsoft Co.",1,1
"QINGDAO AIWEI INTERACTIVE INFORMATION TECHNOLOGY CO., LTD.","Samsung",1,1
"QINGDAO WINDAKA TECHNOLOGY CO., LTD.","FUJITSU LTD",3,0.333333333333333
"QINGDAO WINDAKA TECHNOLOGY CO., LTD.","SONY",1,1
"QINGDAO ZHONGKE SOFTWARE CO., LTD.","Boe Technology Group Co.",1,1
"QIU XIANCHAO","Honeywell International Inc.",1,1
"QIU XIANCHAO","Intel Co.",1,1
"QIU XIANCHAO","LG CO.",2,0.5
"Qiu, Chaoxin Charles","Samsung",1,1
"QIU, Xianchao","ETRI",1,1
"QIXING ELECTRONIC CO., LTD.OF SUZHOU INDUSTRIAL PARK","Intel Co.",1,1
"QIZHI SOFTWARE (BEIJING) CO., LTD.","LG CO.",1,1
"QIZHI SOFTWARE (BEIJING) CO., LTD.","Microsoft Co.",1,1
"QIZHI SOFTWARE (BEIJING) CO., LTD.","SONY",1,1
"QTech Systems Inc.","Hitachi, Ltd.",3,0.333333333333333
"QTech Systems Inc.","NEC Co.",1,1
"QTECH SYSTEMS INC.","Hitachi, Ltd.",3,0.333333333333333
"QTECH SYSTEMS INC.","NEC Co.",1,1
"QU BINGCHUAN","Intel Co.",1,1
"QU RONG","Intel Co.",1,1
"QU SHICAI","FUJITSU LTD",1,1
"QUACH, ALLEN YU","Qualcomm Inc.",1,1
"Qualcomm Inc.","ABDALLAH DAVID S.",1,1
"Qualcomm Inc.","ABE HIROSHI",1,1
"Qualcomm Inc.","Abe, Hiroshi",1,1
"Qualcomm Inc.","Abramovich, Gil",1,1
"Qualcomm Inc.","AC Technology, Inc.",2,0.5
"Qualcomm Inc.","Accapadi, Jos Manuel",1,1
"Qualcomm Inc.","Addy, Kenneth L.",1,1
"Qualcomm Inc.","Adrangi, Farid",1,1
"Qualcomm Inc.","Advanced Biometric Controls, LLC",1,1
"Qualcomm Inc.","Agnitio SL",1,1
"Qualcomm Inc.","Agrafioti, Foteini",1,1
"Qualcomm Inc.","Agrawal, Sachin Kumar",1,1
"Qualcomm Inc.","Aida, Takashi",2,0.5
"Qualcomm Inc.","Akkermans, Antonius Hermanus Maria",1,1
"Qualcomm Inc.","Alameh, Rachid M.",1,1
"Qualcomm Inc.","Alattar, Adnan M.",1,1
"Qualcomm Inc.","Alattar, Osama M.",1,1
"Qualcomm Inc.","Allen, Josef",1,1
"Qualcomm Inc.","Anderson, Jr., Victor C.",1,1
"Qualcomm Inc.","Anderson, Jr.; Victor C.",1,1
"Qualcomm Inc.","ANTHONY VETRO",3,0.333333333333333
"Qualcomm Inc.","Apple Inc.",1,1
"Qualcomm Inc.","Applied Voice & Speech Technologies, Inc.",1,1
"Qualcomm Inc.","Asukai, Masamichi",1,1
"Qualcomm Inc.","AT&T Intellectual Property",1,1
"Qualcomm Inc.","Auraya Pty Ltd",1,1
"Qualcomm Inc.","Authentec, Inc.",2,0.5
"Qualcomm Inc.","AuthenTec, Inc.",1,1
"Qualcomm Inc.","Authentic, Inc.",1,1
"Qualcomm Inc.","Awatsu, Kiyotaka",1,1
"Qualcomm Inc.","Baghdasaryan, Davit",1,1
"Qualcomm Inc.","Baker, James T.",3,0.333333333333333
"Qualcomm Inc.","Baldus, Heribert",1,1
"Qualcomm Inc.","Baltatu, Madalina",1,1
"Qualcomm Inc.","BANK OF AMERICA CORPORATION",2,0.5
"Qualcomm Inc.","Bartnik, David C.",1,1
"Qualcomm Inc.","Beatson, Christopher J.",3,0.333333333333333
"Qualcomm Inc.","Beatson, Rodney",3,0.333333333333333
"Qualcomm Inc.","Beghtol, Justin",1,1
"Qualcomm Inc.","BEHIN, Rayhan",1,1
"Qualcomm Inc.","BELLIS DONALD",1,1
"Qualcomm Inc.","Bellman Charles Walter",2,0.5
"Qualcomm Inc.","Belongie, Serge J.",3,0.333333333333333
"Qualcomm Inc.","Benco, David S.",1,1
"Qualcomm Inc.","Benson, Greg",1,1
"Qualcomm Inc.","Beyabani, Syed Zafar",1,1
"Qualcomm Inc.","Bhagavatula, Vijayakumar",1,1
"Qualcomm Inc.","Bianchini, Kevin J.",2,0.5
"Qualcomm Inc.","Bills, Michael A.",2,0.5
"Qualcomm Inc.","Bio Com, LLC",2,0.5
"Qualcomm Inc.","Biometricore, Inc.",1,1
"Qualcomm Inc.","Bjorn, Vance",1,1
"Qualcomm Inc.","Bjorn, Vance C.",3,0.333333333333333
"Qualcomm Inc.","Black, Gerald R.",2,0.5
"Qualcomm Inc.","BlackBerry Limited",1,1
"Qualcomm Inc.","Blessing, Werner",2,0.5
"Qualcomm Inc.","Boe-Hydis Technology Co., Ltd.",1,1
"Qualcomm Inc.","Bolle, Rudolf M.",1,1
"Qualcomm Inc.","BOLYUKH, Olena",1,1
"Qualcomm Inc.","Bolyukh, Yuriy",1,1
"Qualcomm Inc.","Bona, John Kenneth",1,1
"Qualcomm Inc.","Bonder, Ronne",2,0.5
"Qualcomm Inc.","Bostrom, Susan J.",2,0.5
"Qualcomm Inc.","Bradley, Brett A.",1,1
"Qualcomm Inc.","Brady, James",2,0.5
"Qualcomm Inc.","Brandis, Robert Craig",1,1
"Qualcomm Inc.","Bringer, Julien",1,1
"Qualcomm Inc.","Brown, Michael Wayne",1,1
"Qualcomm Inc.","Buffam, William J.",1,1
"Qualcomm Inc.","Bui, Francis Minhthang",1,1
"Qualcomm Inc.","Burge, Mark J.",1,1
"Qualcomm Inc.","Burger, Paul M.",2,0.5
"Qualcomm Inc.","Burger; Paul M.",2,0.5
"Qualcomm Inc.","Burns, David William",1,1
"Qualcomm Inc.","BUSS THOMAS",6,0.166666666666667
"Qualcomm Inc.","CA, Inc.",1,1
"Qualcomm Inc.","CANNON GREGORY L.",6,0.166666666666667
"Qualcomm Inc.","Carbery, Marcus",1,1
"Qualcomm Inc.","Catchpole, Jason",2,0.5
"Qualcomm Inc.","Chabanne, HervC)",1,1
"Qualcomm Inc.","CHAN PHILIP YIU KWONG",2,0.5
"Qualcomm Inc.","Chan, Philip Yiu Kwong",1,1
"Qualcomm Inc.","Charania, Aamer",1,1
"Qualcomm Inc.","Cheng, Chia-Chu",2,0.5
"Qualcomm Inc.","Cheyer, Adam J.",1,1
"Qualcomm Inc.","Cho, Eunhyung",1,1
"Qualcomm Inc.","Choi, Young Hun",1,1
"Qualcomm Inc.","Chu, Ronald King-Hang",1,1
"Qualcomm Inc.","Chun, Sinae",1,1
"Qualcomm Inc.","Cisco Technology, Inc.",2,0.5
"Qualcomm Inc.","Citicorp Development Center, Inc.",1,1
"Qualcomm Inc.","Cockerton, Craig",2,0.5
"Qualcomm Inc.","Conti, Mauro",1,1
"Qualcomm Inc.","Conwell, William Y.",2,0.5
"Qualcomm Inc.","Cornett, John",1,1
"Qualcomm Inc.","Crispo, Bruno",1,1
"Qualcomm Inc.","Cross Match Technologies, Inc.",3,0.333333333333333
"Qualcomm Inc.","CROSS MATCH TECHNOLOGIES, INC.",6,0.166666666666667
"Qualcomm Inc.","CyberHealth, Inc.",2,0.5
"Qualcomm Inc.","Dadu, Saurabh",1,1
"Qualcomm Inc.","Daon Holdings Limited",1,1
"Qualcomm Inc.","Das, Soumya",1,1
"Qualcomm Inc.","Davalos, Pedro",1,1
"Qualcomm Inc.","Davis Bjoren Kurt",2,0.5
"Qualcomm Inc.","Davis, Bruce L.",1,1
"Qualcomm Inc.","DEAN GREGORY LEWIS",2,0.5
"Qualcomm Inc.","DeConde, Keith T.",1,1
"Qualcomm Inc.","Dejaco, Andrew P.",1,1
"Qualcomm Inc.","Dell Products L.P.",2,0.5
"Qualcomm Inc.","DENIMARCK PAUL",1,1
"Qualcomm Inc.","Deshpande, Manoj M.",1,1
"Qualcomm Inc.","Determan, Gary Edward",1,1
"Qualcomm Inc.","DEVINNEY EDWARD J.",1,1
"Qualcomm Inc.","Digimarc Corporation",2,0.5
"Qualcomm Inc.","Digital Persona",1,1
"Qualcomm Inc.","Digital Persona, Inc.",2,0.5
"Qualcomm Inc.","DigitalPersona, Inc.",1,1
"Qualcomm Inc.","Dlab, Daniel",1,1
"Qualcomm Inc.","Draluk, Vadim",2,0.5
"Qualcomm Inc.","DRAPER STARK C",2,0.5
"Qualcomm Inc.","Draper, Stark C.",2,0.5
"Qualcomm Inc.","Drizin, Wayne",2,0.5
"Qualcomm Inc.","DynaSig Corporation",1,1
"Qualcomm Inc.","Ensign Holdings, LLC",1,1
"Qualcomm Inc.","ERHART RICHARD ALEXANDER",2,0.5
"Qualcomm Inc.","EROS MASI",1,1
"Qualcomm Inc.","Escott, Adrian",1,1
"Qualcomm Inc.","Eskildsen, Kenneth G.",1,1
"Qualcomm Inc.","Evans, Paul Michael",1,1
"Qualcomm Inc.","Eyelock, Inc.",1,1
"Qualcomm Inc.","Fabrizzio, Vito",1,1
"Qualcomm Inc.","Fan, Yi",1,1
"Qualcomm Inc.","Fidelica Microsystems",1,1
"Qualcomm Inc.","Fidelica Microsystems, Inc.",2,0.5
"Qualcomm Inc.","Fine, David R.",2,0.5
"Qualcomm Inc.","Fine, Jonathan M.",2,0.5
"Qualcomm Inc.","Fingerprint Cards AB",1,1
"Qualcomm Inc.","Fisher, Jr., Albert J.",2,0.5
"Qualcomm Inc.","Fisher, Scott R.",1,1
"Qualcomm Inc.","Fistonich, Matthew Anthony",1,1
"Qualcomm Inc.","Foo, Ian",3,0.333333333333333
"Qualcomm Inc.","FRANCIS TRENT",6,0.166666666666667
"Qualcomm Inc.","Frazier, Giles R.",1,1
"Qualcomm Inc.","Frye, Fred",1,1
"Qualcomm Inc.","Fujieda, Ichiro",1,1
"Qualcomm Inc.","FUJITSU LTD",3,0.333333333333333
"Qualcomm Inc.","FutureWei Technologies, Inc.",3,0.333333333333333
"Qualcomm Inc.","Gaillebotte, StC)phane",1,1
"Qualcomm Inc.","Galloway, Ivason",1,1
"Qualcomm Inc.","Ganapathi, Srinivasan K.",3,0.333333333333333
"Qualcomm Inc.","Ganti, SuryaPrakash",1,1
"Qualcomm Inc.","Garg, Gaurav",1,1
"Qualcomm Inc.","GARG, Ravi",2,0.5
"Qualcomm Inc.","Garg, Shalin",1,1
"Qualcomm Inc.","Garrett, Peter",1,1
"Qualcomm Inc.","Gazdzinski, Robert F.",1,1
"Qualcomm Inc.","Gebauer, Dave",1,1
"Qualcomm Inc.","General Electric Company",1,1
"Qualcomm Inc.","Giard, Jeffrey M.",1,1
"Qualcomm Inc.","Gierach, Karl D.",1,1
"Qualcomm Inc.","Glenn, William E.",2,0.5
"Qualcomm Inc.","Gluck, Randolph S.",1,1
"Qualcomm Inc.","Goldfain, Francois",2,0.5
"Qualcomm Inc.","Golic, Jovan",1,1
"Qualcomm Inc.","Gomar, Marta Garcia",1,1
"Qualcomm Inc.","Goo, Michael J.",1,1
"Qualcomm Inc.","Google Inc.",1,1
"Qualcomm Inc.","Gopalakrishnan, Ponani S.",2,0.5
"Qualcomm Inc.","Gopinathan, Jim",1,1
"Qualcomm Inc.","Grimes, Michael",1,1
"Qualcomm Inc.","Grob, Matthew Stuart",2,0.5
"Qualcomm Inc.","Gschwind, Michael Karl",1,1
"Qualcomm Inc.","Guedalia, Isaac David",6,0.166666666666667
"Qualcomm Inc.","Guedalia, Jacob",4,0.25
"Qualcomm Inc.","GUEDALIA, Jacob",2,0.5
"Qualcomm Inc.","Gupta, Bhusan",2,0.5
"Qualcomm Inc.","Gupta, Kirti",1,1
"Qualcomm Inc.","Hagglund, Caroline",1,1
"Qualcomm Inc.","Hamaguchi, Koji",2,0.5
"Qualcomm Inc.","Hanna, Keith J.",1,1
"Qualcomm Inc.","Harris Corporation",1,1
"Qualcomm Inc.","Harun, Khalid",1,1
"Qualcomm Inc.","Hattery, Larry",1,1
"Qualcomm Inc.","Hatzinakos, Dimitrios",1,1
"Qualcomm Inc.","HAYAKAWA SHOJI",2,0.5
"Qualcomm Inc.","Hewlett-Packard Development Company, L.P.",1,1
"Qualcomm Inc.","Hicks, Brian",1,1
"Qualcomm Inc.","Hilliard, Brandon",1,1
"Qualcomm Inc.","Hirata, Shinji",3,0.333333333333333
"Qualcomm Inc.","HITACHI LTD",2,0.5
"Qualcomm Inc.","HITACHI OMRON TERMINAL SOLUTIONS CORP",2,0.5
"Qualcomm Inc.","HITACHI SOFTWARE ENG CO LTD",1,1
"Qualcomm Inc.","Hitachi, Ltd.",1,1
"Qualcomm Inc.","Hodjat, Alireza",1,1
"Qualcomm Inc.","Hoffman, Ned",2,0.5
"Qualcomm Inc.","Honeywell International Inc.",2,0.5
"Qualcomm Inc.","HONG, John Hyunchul",2,0.5
"Qualcomm Inc.","HONG, Sayoon",1,1
"Qualcomm Inc.","Hopkins, Michael",1,1
"Qualcomm Inc.","HOSSEINPOR, Hassan",1,1
"Qualcomm Inc.","Houvener, Robert C.",1,1
"Qualcomm Inc.","Houvener; Robert C.",1,1
"Qualcomm Inc.","Hovey, Steve H.",1,1
"Qualcomm Inc.","Hoyos, Hector T.",1,1
"Qualcomm Inc.","Hur, Ji-Ho",3,0.333333333333333
"Qualcomm Inc.","Hwang, David D.",1,1
"Qualcomm Inc.","IB Korea Ltd.",1,1
"Qualcomm Inc.","Ichikawa, Shota",2,0.5
"Qualcomm Inc.","IDOGAMI TATSU",1,1
"Qualcomm Inc.","IKEDA MINORU",1,1
"Qualcomm Inc.","ImageWare Systems, Inc.",1,1
"Qualcomm Inc.","Imprivata, Inc.",2,0.5
"Qualcomm Inc.","Intel Co.",10,0.1
"Qualcomm Inc.","International Business Machines Corporation",8,0.125
"Qualcomm Inc.","IRVING RICHARD",6,0.166666666666667
"Qualcomm Inc.","Ishii, Hirotaka",1,1
"Qualcomm Inc.","Ito, Taiji",1,1
"Qualcomm Inc.","IVI Smart Technologies, Inc.",2,0.5
"Qualcomm Inc.","Jacobi, Christian",1,1
"Qualcomm Inc.","JACOBS, Gregory William",1,1
"Qualcomm Inc.","Jacobs, Paul Eric",2,0.5
"Qualcomm Inc.","Jacobson, Vincent",1,1
"Qualcomm Inc.","JACOBSTEIN, Mark Williams",6,0.166666666666667
"Qualcomm Inc.","Jakubowski, Mariusz H.",3,0.333333333333333
"Qualcomm Inc.","JANDU JASWINDER",2,0.5
"Qualcomm Inc.","Jang, Jin",3,0.333333333333333
"Qualcomm Inc.","Jenoptik GmbH",3,0.333333333333333
"Qualcomm Inc.","JOHNSON BARRY W.",1,1
"Qualcomm Inc.","Jones, Donald E.",2,0.5
"Qualcomm Inc.","Joyce, III, Arthur W.",1,1
"Qualcomm Inc.","Junqua, Jean-Claude",1,1
"Qualcomm Inc.","Kanevsky, Dimitri",2,0.5
"Qualcomm Inc.","Kannavara, Raghudeep",2,0.5
"Qualcomm Inc.","Kar, Swarnendu",1,1
"Qualcomm Inc.","Karacaoglu, Ulun",1,1
"Qualcomm Inc.","Karmi, Yair",1,1
"Qualcomm Inc.","Karp, Edward W.",2,0.5
"Qualcomm Inc.","Kasai, Eiji",1,1
"Qualcomm Inc.","KAWAGUCHI TOSHIO",1,1
"Qualcomm Inc.","Kawan, Joseph C.",1,1
"Qualcomm Inc.","Keagy, John Martin",2,0.5
"Qualcomm Inc.","Keagy; John Martin",2,0.5
"Qualcomm Inc.","Kelty, Mark A.",3,0.333333333333333
"Qualcomm Inc.","Kenoyer, Michael",2,0.5
"Qualcomm Inc.","Kenoyer, Michael L.",2,0.5
"Qualcomm Inc.","Kersten, Ralf T.",3,0.333333333333333
"Qualcomm Inc.","Kesanupalli, Ramesh",1,1
"Qualcomm Inc.","KEYSER CHRIS",1,1
"Qualcomm Inc.","KHISTI ASHISH",1,1
"Qualcomm Inc.","Khisti, Ashish",2,0.5
"Qualcomm Inc.","Kilgore, Brian",1,1
"Qualcomm Inc.","Kim, Choong Hoo",1,1
"Qualcomm Inc.","Kim, Dong-Joon",1,1
"Qualcomm Inc.","Kim, Jin-Il",1,1
"Qualcomm Inc.","Kim, Jongho",1,1
"Qualcomm Inc.","Kim, Lae-Hoon",4,0.25
"Qualcomm Inc.","Kim, Richard C.",1,1
"Qualcomm Inc.","Kim, Se-Hwan",3,0.333333333333333
"Qualcomm Inc.","KITAGAWA HIROKI",2,0.5
"Qualcomm Inc.","Kitchens, II, Jack Conway",1,1
"Qualcomm Inc.","Kitchens, Jack C.",14,0.0714285714285714
"Qualcomm Inc.","Klabunde, Karin",1,1
"Qualcomm Inc.","Kohout, Petr",1,1
"Qualcomm Inc.","Konanur, Anand",1,1
"Qualcomm Inc.","Koninklijke Philips N.V.",5,0.2
"Qualcomm Inc.","KOSAKA TATSUYA",2,0.5
"Qualcomm Inc.","Kosseifi, Mario",1,1
"Qualcomm Inc.","Koster, Robert Paul",1,1
"Qualcomm Inc.","Kramer, Alan",2,0.5
"Qualcomm Inc.","KROPP RON",6,0.166666666666667
"Qualcomm Inc.","Kudoh, Takahiro",1,1
"Qualcomm Inc.","Kumar, Ajay",1,1
"Qualcomm Inc.","Kumar, Saurabh",1,1
"Qualcomm Inc.","KUNISHIGE SHOKI",1,1
"Qualcomm Inc.","Kwong, Cyril",1,1
"Qualcomm Inc.","Kyle, Wayne",2,0.5
"Qualcomm Inc.","Lai, Bo-Cheng",1,1
"Qualcomm Inc.","Lapsley, Philip Dean",2,0.5
"Qualcomm Inc.","Lau, Johann Herbert",1,1
"Qualcomm Inc.","LEE, Arthur Chung-Hao",1,1
"Qualcomm Inc.","Lee, Doyoung",1,1
"Qualcomm Inc.","Lee, Jonathan Alexander",2,0.5
"Qualcomm Inc.","LEE, SEUNG SEOUP",1,1
"Qualcomm Inc.","LG CO.",1,1
"Qualcomm Inc.","Li, Yuk L.",1,1
"Qualcomm Inc.","Li, Yunghui",1,1
"Qualcomm Inc.","Lien Ty Bao",2,0.5
"Qualcomm Inc.","LifeSize Communications, Inc.",2,0.5
"Qualcomm Inc.","Lindner, Mark A",1,1
"Qualcomm Inc.","Lite-On Semiconductor Corp.",2,0.5
"Qualcomm Inc.","Lonergan, Michael",2,0.5
"Qualcomm Inc.","Longo, Leonard P.",2,0.5
"Qualcomm Inc.","Lowles, Robert James",1,1
"Qualcomm Inc.","Lucent Technologies Inc.",2,0.5
"Qualcomm Inc.","Luque, Jose",1,1
"Qualcomm Inc.","Lyle, David",1,1
"Qualcomm Inc.","Maarse, Jan-Willem",2,0.5
"Qualcomm Inc.","Maes, Stephane Herman",2,0.5
"Qualcomm Inc.","Malpani, Ambarish",1,1
"Qualcomm Inc.","MAMMONE RICHARD J.",1,1
"Qualcomm Inc.","Mar, Kenneth",1,1
"Qualcomm Inc.","Martin, Christopher D.",1,1
"Qualcomm Inc.","MARTINIAN EMIN",2,0.5
"Qualcomm Inc.","Martinian, Emin",3,0.333333333333333
"Qualcomm Inc.","Mastercard International Incorporated",1,1
"Qualcomm Inc.","MASUMOTO DAIKI",2,0.5
"Qualcomm Inc.","MATHEWS, DAVID K",1,1
"Qualcomm Inc.","MATHEWS, DAVID K.",1,1
"Qualcomm Inc.","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",1,1
"Qualcomm Inc.","MCALLISTER CLARKE",1,1
"Qualcomm Inc.","MCCLURG GEORGE W.",6,0.166666666666667
"Qualcomm Inc.","McIntyre, Joseph Herbert",1,1
"Qualcomm Inc.","Meng, Wenhui",1,1
"Qualcomm Inc.","Meredith, Sheldon",1,1
"Qualcomm Inc.","MERKATUM CORPORATION",1,1
"Qualcomm Inc.","Microsoft Co.",3,0.333333333333333
"Qualcomm Inc.","Miller, David R.",1,1
"Qualcomm Inc.","Miller, Jr., S. James",1,1
"Qualcomm Inc.","MIMURA MASAHIRO",2,0.5
"Qualcomm Inc.","MITSUBISHI ELECTRIC RESEARCH LABORATORIES INC",3,0.333333333333333
"Qualcomm Inc.","Mitsubishi Electric Research Laboratories, Inc.",4,0.25
"Qualcomm Inc.","MOLLICONE, Daniel Joseph",1,1
"Qualcomm Inc.","Monaco, Matthew K.",1,1
"Qualcomm Inc.","Moore, Steven Jerome",1,1
"Qualcomm Inc.","Moore; Steven Jerome",1,1
"Qualcomm Inc.","Morita, Takeo",1,1
"Qualcomm Inc.","Morpho",1,1
"Qualcomm Inc.","Motorola Mobility LLC",1,1
"Qualcomm Inc.","MOTOROLA, INC.",1,1
